,Recipients,Sends,Deliveries,Opens,Conversions,Send Rate,Delivery Rate,Open Rate,Conversion Rate
479,2428.0,2234.0,2066.0,1087.0,164.0,0.9200988467874794,0.9247985675917636,0.5261374636979671,0.15087396504139836
480,1544.0,1420.0,1315.0,696.0,67.0,0.9196891191709845,0.926056338028169,0.529277566539924,0.09626436781609195
481,668.0,592.0,530.0,287.0,44.0,0.8862275449101796,0.8952702702702703,0.5415094339622641,0.15331010452961671
482,826.0,718.0,645.0,256.0,31.0,0.8692493946731235,0.8983286908077994,0.39689922480620154,0.12109375
483,873.0,804.0,729.0,404.0,41.0,0.9209621993127147,0.9067164179104478,0.5541838134430727,0.10148514851485149
484,1148.0,1056.0,963.0,453.0,49.0,0.9198606271777003,0.9119318181818182,0.470404984423676,0.10816777041942605
485,1205.0,1083.0,952.0,575.0,44.0,0.8987551867219917,0.8790397045244691,0.6039915966386554,0.07652173913043478
486,2300.0,2116.0,1944.0,710.0,102.0,0.92,0.9187145557655955,0.36522633744855965,0.14366197183098592
487,1160.0,1067.0,981.0,422.0,50.0,0.9198275862068965,0.9194001874414246,0.43017329255861364,0.11848341232227488
488,943.0,867.0,794.0,317.0,29.0,0.9194061505832449,0.9158016147635525,0.3992443324937028,0.0914826498422713
489,939.0,864.0,792.0,332.0,48.0,0.9201277955271565,0.9166666666666666,0.41919191919191917,0.14457831325301204
490,1118.0,1028.0,933.0,628.0,90.0,0.9194991055456172,0.9075875486381323,0.6730975348338692,0.14331210191082802
491,1371.0,987.0,921.0,370.0,59.0,0.7199124726477024,0.9331306990881459,0.4017372421281216,0.15945945945945947
492,1080.0,932.0,882.0,310.0,39.0,0.8629629629629629,0.9463519313304721,0.35147392290249435,0.12580645161290321
493,1350.0,835.0,786.0,350.0,33.0,0.6185185185185185,0.9413173652694611,0.44529262086513993,0.09428571428571429
494,983.0,904.0,810.0,331.0,54.0,0.9196337741607324,0.8960176991150443,0.408641975308642,0.16314199395770393
495,1384.0,1034.0,949.0,466.0,91.0,0.7471098265895953,0.9177949709864603,0.4910432033719705,0.19527896995708155
496,531.0,488.0,444.0,233.0,27.0,0.9190207156308852,0.9098360655737705,0.5247747747747747,0.11587982832618025
497,667.0,529.0,488.0,209.0,16.0,0.7931034482758621,0.9224952741020794,0.42827868852459017,0.07655502392344497
498,983.0,836.0,754.0,394.0,60.0,0.8504577822990844,0.9019138755980861,0.5225464190981433,0.15228426395939088
499,1198.0,1051.0,958.0,384.0,40.0,0.8772954924874792,0.9115128449096099,0.40083507306889354,0.10416666666666667
500,720.0,662.0,608.0,246.0,30.0,0.9194444444444444,0.918429003021148,0.40460526315789475,0.12195121951219512
501,1208.0,1008.0,873.0,314.0,26.0,0.8344370860927153,0.8660714285714286,0.35967926689576174,0.08280254777070063
502,784.0,721.0,643.0,345.0,55.0,0.9196428571428571,0.8918169209431346,0.536547433903577,0.15942028985507245
503,1321.0,942.0,842.0,294.0,36.0,0.7130961392884179,0.8938428874734607,0.3491686460807601,0.12244897959183673
504,1453.0,1283.0,1150.0,503.0,53.0,0.8830006882312457,0.8963367108339828,0.4373913043478261,0.10536779324055666
505,893.0,822.0,738.0,352.0,46.0,0.9204927211646137,0.8978102189781022,0.47696476964769646,0.13068181818181818
506,1093.0,942.0,851.0,573.0,83.0,0.8618481244281794,0.9033970276008493,0.6733254994124559,0.14485165794066318
507,997.0,917.0,859.0,294.0,27.0,0.9197592778335005,0.9367502726281353,0.34225844004656575,0.09183673469387756
508,853.0,686.0,626.0,308.0,51.0,0.8042203985932005,0.9125364431486881,0.49201277955271566,0.16558441558441558
509,1168.0,1074.0,951.0,450.0,48.0,0.9195205479452054,0.8854748603351955,0.47318611987381703,0.10666666666666667
510,1064.0,979.0,869.0,389.0,50.0,0.9201127819548872,0.8876404494382022,0.4476409666283084,0.12853470437017994
511,1375.0,912.0,813.0,490.0,85.0,0.6632727272727272,0.8914473684210527,0.6027060270602707,0.17346938775510204
512,949.0,873.0,812.0,303.0,36.0,0.9199157007376185,0.9301260022909508,0.3731527093596059,0.1188118811881188
513,1173.0,756.0,711.0,424.0,60.0,0.6445012787723785,0.9404761904761905,0.5963431786216596,0.14150943396226415
514,876.0,806.0,735.0,334.0,36.0,0.9200913242009132,0.9119106699751861,0.454421768707483,0.10778443113772455
515,836.0,769.0,713.0,263.0,34.0,0.9198564593301436,0.9271781534460338,0.3688639551192146,0.12927756653992395
516,1429.0,1101.0,975.0,440.0,51.0,0.7704688593421973,0.885558583106267,0.4512820512820513,0.1159090909090909
517,945.0,738.0,680.0,235.0,25.0,0.780952380952381,0.9214092140921409,0.34558823529411764,0.10638297872340426
518,1031.0,719.0,658.0,322.0,35.0,0.6973811833171678,0.9151599443671766,0.48936170212765956,0.10869565217391304
519,1232.0,900.0,826.0,389.0,47.0,0.7305194805194806,0.9177777777777778,0.47094430992736075,0.12082262210796915
520,1240.0,1141.0,1051.0,500.0,68.0,0.9201612903225806,0.9211218229623137,0.47573739295908657,0.136
521,1621.0,1141.0,1023.0,803.0,45.0,0.7038864898210981,0.8965819456617002,0.7849462365591398,0.05603985056039851
522,1138.0,1047.0,934.0,381.0,35.0,0.9200351493848857,0.89207258834766,0.4079229122055675,0.09186351706036745
523,1132.0,1041.0,961.0,454.0,38.0,0.9196113074204947,0.9231508165225745,0.4724245577523413,0.08370044052863436
524,1181.0,1048.0,920.0,407.0,51.0,0.8873835732430144,0.8778625954198473,0.4423913043478261,0.12530712530712532
525,774.0,658.0,596.0,233.0,25.0,0.8501291989664083,0.9057750759878419,0.39093959731543626,0.1072961373390558
526,807.0,651.0,602.0,303.0,39.0,0.8066914498141264,0.9247311827956989,0.5033222591362126,0.12871287128712872
527,1107.0,1018.0,926.0,613.0,60.0,0.919602529358627,0.9096267190569745,0.661987041036717,0.09787928221859707
528,1197.0,1101.0,982.0,407.0,47.0,0.9197994987468672,0.8919164396003633,0.41446028513238287,0.11547911547911548
529,1226.0,1128.0,1025.0,469.0,71.0,0.9200652528548124,0.9086879432624113,0.4575609756097561,0.1513859275053305
530,1139.0,1048.0,959.0,315.0,25.0,0.9201053555750659,0.9150763358778626,0.3284671532846715,0.07936507936507936
531,1132.0,1042.0,950.0,494.0,57.0,0.9204946996466431,0.9117082533589251,0.52,0.11538461538461539
532,921.0,778.0,705.0,401.0,41.0,0.8447339847991314,0.9061696658097687,0.5687943262411348,0.10224438902743142
533,928.0,769.0,733.0,428.0,61.0,0.8286637931034483,0.953185955786736,0.5839017735334243,0.1425233644859813
534,1176.0,1081.0,966.0,362.0,34.0,0.91921768707483,0.8936170212765957,0.3747412008281574,0.09392265193370165
535,724.0,666.0,596.0,225.0,42.0,0.919889502762431,0.8948948948948949,0.3775167785234899,0.18666666666666668
536,1264.0,1163.0,1035.0,443.0,65.0,0.9200949367088608,0.8899398108340498,0.4280193236714976,0.14672686230248308
537,915.0,841.0,765.0,349.0,42.0,0.9191256830601093,0.9096313912009513,0.4562091503267974,0.12034383954154727
538,772.0,711.0,659.0,290.0,29.0,0.9209844559585493,0.9268635724331927,0.4400606980273141,0.1
539,906.0,834.0,784.0,468.0,60.0,0.9205298013245033,0.9400479616306955,0.5969387755102041,0.1282051282051282
540,1205.0,967.0,882.0,482.0,76.0,0.8024896265560166,0.9120992761116856,0.546485260770975,0.15767634854771784
541,1123.0,1033.0,904.0,366.0,38.0,0.9198575244879786,0.8751210067763795,0.40486725663716816,0.10382513661202186
542,3207.0,2950.0,2675.0,1287.0,147.0,0.9198628001247272,0.9067796610169492,0.4811214953271028,0.11421911421911422
543,1469.0,1318.0,1205.0,441.0,77.0,0.897208985704561,0.9142640364188164,0.3659751037344398,0.1746031746031746
544,1349.0,1241.0,1161.0,563.0,90.0,0.9199406968124537,0.935535858178888,0.48492678725236865,0.15985790408525755
545,638.0,578.0,531.0,254.0,20.0,0.9059561128526645,0.9186851211072664,0.4783427495291902,0.07874015748031496
546,1297.0,1127.0,1012.0,680.0,72.0,0.8689282960678488,0.8979591836734694,0.6719367588932806,0.10588235294117647
547,984.0,549.0,505.0,208.0,32.0,0.5579268292682927,0.9198542805100182,0.41188118811881186,0.15384615384615385
548,1178.0,1084.0,984.0,535.0,63.0,0.9202037351443124,0.9077490774907749,0.5436991869918699,0.11775700934579439
549,3135.0,2885.0,2746.0,1135.0,121.0,0.9202551834130781,0.9518197573656846,0.41332847778587034,0.1066079295154185
550,797.0,733.0,666.0,249.0,27.0,0.9196988707653702,0.9085948158253752,0.3738738738738739,0.10843373493975904
551,974.0,896.0,845.0,422.0,60.0,0.919917864476386,0.9430803571428571,0.49940828402366866,0.14218009478672985
552,1733.0,1290.0,1173.0,658.0,71.0,0.7443739180611656,0.9093023255813953,0.5609548167092924,0.10790273556231003
553,1274.0,1172.0,1041.0,531.0,49.0,0.9199372056514914,0.8882252559726962,0.5100864553314121,0.09227871939736347
554,1323.0,751.0,704.0,414.0,34.0,0.5676492819349962,0.9374167776298269,0.5880681818181818,0.0821256038647343
555,1280.0,1178.0,1043.0,500.0,49.0,0.9203125,0.8853989813242784,0.4793863854266539,0.098
556,513.0,451.0,419.0,174.0,28.0,0.8791423001949318,0.9290465631929047,0.4152744630071599,0.16091954022988506
557,1015.0,852.0,770.0,433.0,57.0,0.8394088669950739,0.903755868544601,0.5623376623376624,0.13163972286374134
558,786.0,705.0,620.0,269.0,39.0,0.8969465648854962,0.8794326241134752,0.4338709677419355,0.1449814126394052
559,1042.0,847.0,783.0,265.0,40.0,0.8128598848368522,0.9244391971664699,0.3384418901660281,0.1509433962264151
560,766.0,678.0,632.0,263.0,38.0,0.8851174934725848,0.9321533923303835,0.4161392405063291,0.1444866920152091
561,1271.0,974.0,910.0,246.0,23.0,0.7663257277734068,0.9342915811088296,0.2703296703296703,0.09349593495934959
562,1233.0,1134.0,1038.0,500.0,80.0,0.9197080291970803,0.9153439153439153,0.4816955684007707,0.16
563,1333.0,1226.0,1120.0,454.0,76.0,0.9197299324831207,0.9135399673735726,0.40535714285714286,0.16740088105726872
564,1721.0,1330.0,1207.0,515.0,60.0,0.7728065078442766,0.9075187969924812,0.4266777133388567,0.11650485436893204
565,931.0,825.0,725.0,323.0,59.0,0.8861439312567132,0.8787878787878788,0.44551724137931037,0.1826625386996904
566,1143.0,1052.0,941.0,500.0,61.0,0.9203849518810149,0.8944866920152091,0.5313496280552603,0.122
567,1468.0,1330.0,1204.0,689.0,92.0,0.9059945504087193,0.9052631578947369,0.5722591362126246,0.13352685050798258
568,1210.0,1113.0,1015.0,465.0,53.0,0.9198347107438016,0.9119496855345912,0.458128078817734,0.11397849462365592
569,1192.0,1097.0,1016.0,447.0,49.0,0.9203020134228188,0.92616226071103,0.43996062992125984,0.10961968680089486
570,768.0,702.0,610.0,172.0,31.0,0.9140625,0.8689458689458689,0.2819672131147541,0.18023255813953487
571,1013.0,932.0,848.0,392.0,59.0,0.9200394866732478,0.9098712446351931,0.46226415094339623,0.15051020408163265
572,1161.0,1068.0,978.0,271.0,34.0,0.9198966408268734,0.9157303370786517,0.2770961145194274,0.12546125461254612
573,991.0,912.0,793.0,362.0,65.0,0.9202825428859738,0.8695175438596491,0.45649432534678436,0.17955801104972377
574,1531.0,1409.0,1268.0,532.0,46.0,0.9203135205747878,0.8999290276792051,0.4195583596214511,0.08646616541353383
575,906.0,833.0,787.0,364.0,61.0,0.9194260485651214,0.9447779111644657,0.4625158831003812,0.16758241758241757
576,1185.0,946.0,852.0,410.0,38.0,0.7983122362869198,0.9006342494714588,0.4812206572769953,0.09268292682926829
577,1312.0,1207.0,1042.0,470.0,52.0,0.9199695121951219,0.8632974316487159,0.4510556621880998,0.11063829787234042
578,1166.0,1072.0,997.0,744.0,86.0,0.9193825042881647,0.9300373134328358,0.7462387161484454,0.11559139784946236
579,1135.0,1045.0,924.0,371.0,54.0,0.920704845814978,0.8842105263157894,0.4015151515151515,0.14555256064690028
580,733.0,675.0,603.0,301.0,28.0,0.9208731241473397,0.8933333333333333,0.49917081260364843,0.09302325581395349
581,847.0,780.0,693.0,313.0,57.0,0.9208972845336482,0.8884615384615384,0.45165945165945165,0.18210862619808307
582,774.0,638.0,567.0,254.0,34.0,0.8242894056847545,0.8887147335423198,0.4479717813051146,0.13385826771653545
583,1105.0,1017.0,915.0,351.0,29.0,0.9203619909502262,0.8997050147492626,0.3836065573770492,0.08262108262108261
584,1862.0,1118.0,1019.0,470.0,46.0,0.6004296455424275,0.9114490161001789,0.46123650637880276,0.09787234042553192
585,1520.0,1360.0,1215.0,357.0,55.0,0.8947368421052632,0.8933823529411765,0.2938271604938272,0.15406162464985995
586,860.0,791.0,729.0,338.0,39.0,0.9197674418604651,0.9216182048040455,0.46364883401920437,0.11538461538461539
587,1138.0,1047.0,974.0,366.0,41.0,0.9200351493848857,0.9302769818529131,0.3757700205338809,0.11202185792349727
588,878.0,808.0,722.0,371.0,34.0,0.9202733485193622,0.8935643564356436,0.5138504155124654,0.09164420485175202
589,1284.0,1181.0,1058.0,460.0,64.0,0.9197819314641744,0.8958509737510584,0.43478260869565216,0.1391304347826087
590,1272.0,1128.0,1037.0,775.0,92.0,0.8867924528301887,0.9193262411347518,0.7473481195756991,0.11870967741935484
591,444.0,407.0,365.0,149.0,16.0,0.9166666666666666,0.8968058968058968,0.40821917808219177,0.10738255033557047
592,1422.0,1168.0,1045.0,387.0,39.0,0.8213783403656821,0.8946917808219178,0.3703349282296651,0.10077519379844961
593,891.0,819.0,777.0,389.0,34.0,0.9191919191919192,0.9487179487179487,0.5006435006435006,0.08740359897172237
594,1235.0,1136.0,1014.0,420.0,97.0,0.9198380566801619,0.8926056338028169,0.41420118343195267,0.23095238095238096
595,1674.0,1540.0,1388.0,756.0,129.0,0.9199522102747909,0.9012987012987013,0.5446685878962536,0.17063492063492064
596,821.0,583.0,553.0,238.0,30.0,0.7101096224116931,0.9485420240137221,0.43037974683544306,0.12605042016806722
597,1266.0,1165.0,1076.0,707.0,75.0,0.9202211690363349,0.9236051502145923,0.6570631970260223,0.10608203677510608
598,2125.0,1746.0,1579.0,664.0,100.0,0.8216470588235294,0.9043528064146621,0.42051931602279924,0.15060240963855423
599,885.0,814.0,761.0,318.0,47.0,0.919774011299435,0.9348894348894349,0.4178712220762155,0.14779874213836477
600,656.0,520.0,475.0,241.0,33.0,0.7926829268292683,0.9134615384615384,0.5073684210526316,0.13692946058091288
601,1412.0,1299.0,1173.0,542.0,100.0,0.919971671388102,0.9030023094688222,0.4620630861040068,0.18450184501845018
602,747.0,577.0,510.0,239.0,22.0,0.7724230254350736,0.8838821490467937,0.46862745098039216,0.09205020920502092
603,1147.0,1005.0,913.0,300.0,16.0,0.8761987794245859,0.9084577114427861,0.32858707557502737,0.05333333333333334
604,1460.0,1343.0,1195.0,462.0,47.0,0.9198630136986301,0.8897989575577067,0.38661087866108784,0.10173160173160173
605,935.0,860.0,790.0,509.0,65.0,0.9197860962566845,0.9186046511627907,0.6443037974683544,0.12770137524557956
606,840.0,773.0,700.0,285.0,46.0,0.9202380952380952,0.9055627425614489,0.40714285714285714,0.16140350877192983
607,1314.0,1103.0,979.0,397.0,45.0,0.8394216133942162,0.8875793291024479,0.40551583248212464,0.11335012594458438
608,1145.0,761.0,692.0,221.0,24.0,0.6646288209606986,0.9093298291721419,0.319364161849711,0.1085972850678733
609,940.0,766.0,705.0,315.0,35.0,0.8148936170212766,0.9203655352480418,0.44680851063829785,0.1111111111111111
610,1292.0,1189.0,1078.0,475.0,78.0,0.9202786377708978,0.9066442388561816,0.44063079777365494,0.16421052631578947
611,1156.0,1064.0,950.0,583.0,69.0,0.9204152249134948,0.8928571428571429,0.6136842105263158,0.1183533447684391
612,319.0,255.0,235.0,114.0,11.0,0.799373040752351,0.9215686274509803,0.4851063829787234,0.09649122807017543
613,1118.0,995.0,894.0,482.0,36.0,0.8899821109123435,0.8984924623115578,0.5391498881431768,0.07468879668049792
614,1394.0,1237.0,1135.0,503.0,42.0,0.8873744619799139,0.9175424413904608,0.4431718061674009,0.08349900596421471
615,773.0,527.0,491.0,216.0,52.0,0.6817593790426908,0.9316888045540797,0.439918533604888,0.24074074074074073
616,632.0,581.0,539.0,257.0,35.0,0.9193037974683544,0.927710843373494,0.47680890538033394,0.13618677042801555
617,1207.0,1111.0,1011.0,489.0,77.0,0.9204639602319801,0.90999099909991,0.4836795252225519,0.1574642126789366
618,1240.0,923.0,867.0,418.0,44.0,0.7443548387096774,0.9393282773564464,0.48212226066897346,0.10526315789473684
619,590.0,543.0,494.0,209.0,23.0,0.9203389830508475,0.9097605893186004,0.4230769230769231,0.11004784688995216
620,1340.0,1233.0,1111.0,528.0,72.0,0.9201492537313433,0.9010543390105434,0.4752475247524752,0.13636363636363635
621,1775.0,1633.0,1535.0,919.0,93.0,0.92,0.939987752602572,0.5986970684039088,0.10119695321001088
622,1021.0,765.0,703.0,358.0,26.0,0.7492654260528894,0.918954248366013,0.5092460881934566,0.07262569832402235
623,760.0,486.0,442.0,260.0,35.0,0.6394736842105263,0.9094650205761317,0.5882352941176471,0.1346153846153846
624,1014.0,856.0,777.0,264.0,47.0,0.8441814595660749,0.9077102803738317,0.33976833976833976,0.17803030303030304
625,1362.0,1110.0,1011.0,387.0,51.0,0.8149779735682819,0.9108108108108108,0.3827893175074184,0.13178294573643412
626,941.0,866.0,770.0,446.0,79.0,0.9202975557917109,0.8891454965357968,0.5792207792207792,0.17713004484304934
627,1369.0,1260.0,1170.0,570.0,74.0,0.9203798392987582,0.9285714285714286,0.48717948717948717,0.12982456140350876
628,988.0,909.0,797.0,322.0,45.0,0.9200404858299596,0.8767876787678768,0.40401505646173147,0.13975155279503104
629,743.0,683.0,618.0,218.0,32.0,0.9192462987886945,0.9048316251830161,0.35275080906148865,0.14678899082568808
630,1832.0,1685.0,1506.0,583.0,76.0,0.9197598253275109,0.8937685459940653,0.38711819389110225,0.13036020583190394
631,1096.0,1008.0,933.0,350.0,60.0,0.9197080291970803,0.9255952380952381,0.37513397642015006,0.17142857142857143
632,1258.0,1133.0,1050.0,376.0,49.0,0.9006359300476947,0.9267431597528685,0.3580952380952381,0.13031914893617022
633,1141.0,1050.0,951.0,389.0,42.0,0.9202453987730062,0.9057142857142857,0.40904311251314407,0.10796915167095116
634,1413.0,1300.0,1213.0,710.0,80.0,0.9200283085633404,0.933076923076923,0.5853256389117889,0.11267605633802817
635,870.0,800.0,726.0,270.0,33.0,0.9195402298850575,0.9075,0.371900826446281,0.12222222222222222
636,688.0,633.0,578.0,181.0,31.0,0.9200581395348837,0.9131121642969984,0.31314878892733566,0.1712707182320442
637,483.0,444.0,407.0,167.0,21.0,0.9192546583850931,0.9166666666666666,0.4103194103194103,0.12574850299401197
638,1120.0,1030.0,951.0,418.0,60.0,0.9196428571428571,0.9233009708737864,0.4395373291272345,0.14354066985645933
639,1265.0,1164.0,1055.0,409.0,59.0,0.9201581027667984,0.9063573883161512,0.3876777251184834,0.14425427872860636
640,1739.0,1561.0,1395.0,773.0,82.0,0.8976423231742381,0.8936579115951313,0.5541218637992832,0.10608020698576973
641,1312.0,1207.0,1105.0,501.0,73.0,0.9199695121951219,0.9154929577464789,0.45339366515837104,0.14570858283433133
642,1218.0,948.0,866.0,335.0,47.0,0.7783251231527094,0.9135021097046413,0.38683602771362585,0.14029850746268657
643,1253.0,954.0,856.0,355.0,37.0,0.7613727055067837,0.8972746331236897,0.4147196261682243,0.10422535211267606
644,1063.0,863.0,784.0,357.0,66.0,0.8118532455315146,0.9084588644264194,0.45535714285714285,0.18487394957983194
645,1151.0,947.0,842.0,368.0,82.0,0.8227628149435273,0.8891235480464625,0.43705463182897863,0.22282608695652173
646,1418.0,1305.0,1200.0,497.0,63.0,0.9203102961918195,0.9195402298850575,0.4141666666666667,0.1267605633802817
647,2115.0,1861.0,1618.0,890.0,122.0,0.8799054373522459,0.8694250403009135,0.5500618046971569,0.13707865168539327
648,1394.0,1282.0,1157.0,331.0,32.0,0.9196556671449068,0.9024960998439937,0.28608470181503887,0.09667673716012085
649,925.0,851.0,784.0,357.0,60.0,0.92,0.9212690951821386,0.45535714285714285,0.16806722689075632
650,1094.0,900.0,814.0,403.0,76.0,0.8226691042047533,0.9044444444444445,0.4950859950859951,0.18858560794044665
651,1075.0,960.0,853.0,362.0,41.0,0.8930232558139535,0.8885416666666667,0.4243845252051583,0.1132596685082873
652,1280.0,1177.0,1008.0,484.0,59.0,0.91953125,0.8564146134239592,0.4801587301587302,0.12190082644628099
653,1439.0,1078.0,987.0,496.0,89.0,0.749131341209173,0.9155844155844156,0.502532928064843,0.17943548387096775
654,3495.0,2874.0,2600.0,1288.0,176.0,0.8223175965665236,0.9046624913013221,0.49538461538461537,0.13664596273291926
655,1616.0,1487.0,1354.0,575.0,89.0,0.9201732673267327,0.9105581708137189,0.42466765140324964,0.15478260869565216
656,787.0,591.0,520.0,208.0,26.0,0.7509529860228716,0.8798646362098139,0.4,0.125
657,998.0,918.0,804.0,301.0,33.0,0.9198396793587175,0.8758169934640523,0.3743781094527363,0.10963455149501661
658,1818.0,1672.0,1479.0,815.0,83.0,0.9196919691969196,0.8845693779904307,0.5510480054090602,0.10184049079754601
659,1080.0,862.0,796.0,317.0,55.0,0.7981481481481482,0.9234338747099768,0.39824120603015073,0.17350157728706625
660,1349.0,1031.0,936.0,399.0,54.0,0.7642698295033358,0.9078564500484966,0.42628205128205127,0.13533834586466165
661,4122.0,3792.0,3464.0,1171.0,162.0,0.9199417758369723,0.9135021097046413,0.3380484988452656,0.13834329632792486
662,1183.0,1089.0,990.0,431.0,45.0,0.9205409974640744,0.9090909090909091,0.4353535353535353,0.10440835266821345
663,1099.0,1011.0,924.0,393.0,49.0,0.9199272065514104,0.913946587537092,0.4253246753246753,0.12468193384223919
664,2061.0,1897.0,1703.0,510.0,80.0,0.9204269771955361,0.8977332630469161,0.29947152084556666,0.1568627450980392
665,945.0,869.0,802.0,506.0,81.0,0.9195767195767196,0.9228998849252014,0.6309226932668329,0.1600790513833992
666,1331.0,963.0,854.0,274.0,51.0,0.7235161532682194,0.8868120456905504,0.32084309133489464,0.18613138686131386
667,1396.0,1285.0,1194.0,593.0,88.0,0.920487106017192,0.9291828793774319,0.4966499162479062,0.14839797639123103
668,570.0,524.0,475.0,237.0,27.0,0.9192982456140351,0.9064885496183206,0.49894736842105264,0.11392405063291139
669,706.0,585.0,527.0,298.0,27.0,0.8286118980169972,0.9008547008547009,0.5654648956356736,0.09060402684563758
670,986.0,893.0,825.0,337.0,57.0,0.9056795131845842,0.9238521836506159,0.4084848484848485,0.16913946587537093
671,1166.0,920.0,843.0,357.0,37.0,0.7890222984562607,0.9163043478260869,0.4234875444839858,0.10364145658263306
672,940.0,865.0,790.0,214.0,41.0,0.9202127659574468,0.9132947976878613,0.2708860759493671,0.19158878504672897
673,906.0,750.0,685.0,245.0,37.0,0.8278145695364238,0.9133333333333333,0.35766423357664234,0.1510204081632653
674,1433.0,1318.0,1200.0,548.0,87.0,0.9197487787857641,0.9104704097116844,0.45666666666666667,0.15875912408759124
675,2355.0,2167.0,1948.0,1238.0,137.0,0.9201698513800425,0.8989386248269498,0.635523613963039,0.11066235864297254
676,1735.0,1596.0,1402.0,448.0,43.0,0.9198847262247839,0.8784461152882206,0.3195435092724679,0.09598214285714286
677,981.0,903.0,811.0,358.0,35.0,0.9204892966360856,0.8981173864894795,0.44143033292231815,0.09776536312849161
678,1188.0,930.0,857.0,528.0,32.0,0.7828282828282829,0.921505376344086,0.6161026837806302,0.06060606060606061
679,879.0,809.0,751.0,474.0,52.0,0.9203640500568828,0.9283065512978986,0.6311584553928096,0.10970464135021098
680,955.0,844.0,781.0,422.0,49.0,0.8837696335078534,0.9253554502369669,0.5403329065300896,0.11611374407582939
681,1238.0,1139.0,1017.0,399.0,48.0,0.9200323101777059,0.8928884986830553,0.39233038348082594,0.12030075187969924
682,2528.0,2325.0,2181.0,956.0,113.0,0.9196993670886076,0.9380645161290323,0.4383310408069693,0.11820083682008369
683,957.0,880.0,820.0,394.0,35.0,0.9195402298850575,0.9318181818181818,0.48048780487804876,0.08883248730964467
684,1586.0,1459.0,1295.0,618.0,80.0,0.9199243379571248,0.8875942426319396,0.4772200772200772,0.12944983818770225
685,1935.0,1780.0,1614.0,773.0,77.0,0.9198966408268734,0.9067415730337078,0.47893432465923175,0.09961190168175937
686,1078.0,992.0,953.0,312.0,30.0,0.9202226345083488,0.9606854838709677,0.3273871983210913,0.09615384615384616
687,835.0,768.0,702.0,261.0,20.0,0.9197604790419162,0.9140625,0.3717948717948718,0.07662835249042145
688,1408.0,1295.0,1152.0,440.0,69.0,0.9197443181818182,0.8895752895752895,0.3819444444444444,0.15681818181818183
689,1814.0,1669.0,1515.0,619.0,68.0,0.9200661521499449,0.9077291791491912,0.4085808580858086,0.1098546042003231
690,905.0,833.0,739.0,382.0,34.0,0.9204419889502763,0.8871548619447779,0.516914749661705,0.08900523560209424
691,1008.0,927.0,845.0,267.0,35.0,0.9196428571428571,0.9115426105717368,0.31597633136094677,0.13108614232209737
692,888.0,817.0,747.0,293.0,43.0,0.920045045045045,0.9143206854345165,0.392235609103079,0.14675767918088736
693,1538.0,1329.0,1205.0,690.0,104.0,0.864109232769831,0.9066967644845748,0.5726141078838174,0.15072463768115943
694,1611.0,1482.0,1350.0,703.0,88.0,0.9199255121042831,0.9109311740890689,0.5207407407407407,0.1251778093883357
695,1329.0,1168.0,1047.0,534.0,76.0,0.8788562829194884,0.896404109589041,0.5100286532951289,0.14232209737827714
696,496.0,386.0,352.0,168.0,37.0,0.7782258064516129,0.9119170984455959,0.4772727272727273,0.22023809523809523
697,1538.0,763.0,679.0,299.0,23.0,0.4960988296488947,0.8899082568807339,0.44035346097201766,0.07692307692307693
698,1455.0,1339.0,1225.0,558.0,60.0,0.920274914089347,0.9148618371919343,0.4555102040816327,0.10752688172043011
699,1138.0,909.0,829.0,537.0,82.0,0.7987697715289982,0.911991199119912,0.6477683956574186,0.1527001862197393
700,1173.0,1079.0,975.0,347.0,54.0,0.9198635976129582,0.9036144578313253,0.3558974358974359,0.15561959654178675
701,1314.0,1209.0,1085.0,398.0,48.0,0.9200913242009132,0.8974358974358975,0.36682027649769583,0.12060301507537688
702,1376.0,1265.0,1131.0,537.0,68.0,0.9193313953488372,0.8940711462450592,0.47480106100795755,0.1266294227188082
703,690.0,635.0,583.0,387.0,49.0,0.9202898550724637,0.9181102362204724,0.6638078902229846,0.12661498708010335
704,1256.0,1156.0,1070.0,383.0,33.0,0.9203821656050956,0.9256055363321799,0.3579439252336449,0.08616187989556136
705,1239.0,1140.0,1054.0,554.0,70.0,0.9200968523002422,0.9245614035087719,0.5256166982922201,0.1263537906137184
706,792.0,519.0,480.0,219.0,32.0,0.6553030303030303,0.9248554913294798,0.45625,0.1461187214611872
707,1193.0,1098.0,952.0,505.0,66.0,0.9203688181056161,0.8670309653916212,0.5304621848739496,0.1306930693069307
708,1257.0,1156.0,1019.0,371.0,46.0,0.9196499602227526,0.8814878892733564,0.36408243375858684,0.12398921832884097
709,1484.0,1096.0,1010.0,422.0,52.0,0.738544474393531,0.9215328467153284,0.4178217821782178,0.12322274881516587
710,2608.0,2193.0,1985.0,873.0,122.0,0.8408742331288344,0.9051527587779298,0.4397984886649874,0.13974799541809851
711,1032.0,855.0,803.0,249.0,38.0,0.8284883720930233,0.9391812865497076,0.31008717310087175,0.15261044176706828
712,904.0,832.0,735.0,350.0,54.0,0.9203539823008849,0.8834134615384616,0.47619047619047616,0.15428571428571428
713,896.0,824.0,756.0,320.0,44.0,0.9196428571428571,0.9174757281553398,0.42328042328042326,0.1375
714,876.0,806.0,738.0,367.0,39.0,0.9200913242009132,0.9156327543424317,0.497289972899729,0.10626702997275204
