,Views,Visits,Conversions,Pages / Visit,Conversion Rate
452,330.0,197.0,14.0,1.6751269035532994,0.07106598984771574
453,224.0,103.0,10.0,2.174757281553398,0.0970873786407767
454,226.0,102.0,8.0,2.215686274509804,0.0784313725490196
455,353.0,163.0,9.0,2.165644171779141,0.05521472392638037
456,361.0,168.0,13.0,2.1488095238095237,0.07738095238095238
457,346.0,176.0,17.0,1.9659090909090908,0.09659090909090909
458,375.0,163.0,16.0,2.3006134969325154,0.09815950920245399
459,327.0,156.0,10.0,2.0961538461538463,0.0641025641025641
460,223.0,111.0,10.0,2.009009009009009,0.09009009009009009
461,220.0,97.0,8.0,2.268041237113402,0.08247422680412371
462,341.0,171.0,13.0,1.9941520467836258,0.07602339181286549
463,352.0,184.0,13.0,1.9130434782608696,0.07065217391304347
464,340.0,173.0,7.0,1.9653179190751444,0.04046242774566474
465,360.0,170.0,14.0,2.1176470588235294,0.08235294117647059
466,329.0,128.0,6.0,2.5703125,0.046875
467,226.0,123.0,9.0,1.8373983739837398,0.07317073170731707
468,227.0,93.0,5.0,2.4408602150537635,0.053763440860215055
469,334.0,169.0,16.0,1.9763313609467457,0.09467455621301775
470,361.0,157.0,18.0,2.299363057324841,0.11464968152866242
471,346.0,197.0,12.0,1.7563451776649746,0.06091370558375635
472,298.0,157.0,16.0,1.8980891719745223,0.10191082802547771
473,326.0,158.0,9.0,2.0632911392405062,0.056962025316455694
474,238.0,118.0,10.0,2.016949152542373,0.0847457627118644
475,198.0,87.0,4.0,2.2758620689655173,0.04597701149425287
476,327.0,146.0,16.0,2.23972602739726,0.1095890410958904
477,367.0,168.0,12.0,2.1845238095238093,0.07142857142857142
478,337.0,148.0,11.0,2.277027027027027,0.07432432432432433
479,353.0,152.0,9.0,2.3223684210526314,0.05921052631578947
480,337.0,143.0,12.0,2.3566433566433567,0.08391608391608392
481,228.0,104.0,7.0,2.1923076923076925,0.0673076923076923
482,224.0,102.0,9.0,2.196078431372549,0.08823529411764706
483,360.0,135.0,9.0,2.6666666666666665,0.06666666666666667
484,376.0,166.0,14.0,2.2650602409638556,0.08433734939759036
485,348.0,164.0,10.0,2.1219512195121952,0.06097560975609756
486,341.0,161.0,16.0,2.1180124223602483,0.09937888198757763
487,331.0,172.0,8.0,1.9244186046511629,0.046511627906976744
488,239.0,117.0,8.0,2.0427350427350426,0.06837606837606838
489,215.0,93.0,7.0,2.3118279569892475,0.07526881720430108
490,349.0,167.0,14.0,2.089820359281437,0.08383233532934131
491,353.0,138.0,8.0,2.5579710144927534,0.057971014492753624
492,343.0,147.0,12.0,2.3333333333333335,0.08163265306122448
493,356.0,188.0,16.0,1.8936170212765957,0.0851063829787234
494,310.0,124.0,7.0,2.5,0.056451612903225805
495,237.0,101.0,7.0,2.3465346534653464,0.06930693069306931
496,210.0,91.0,5.0,2.3076923076923075,0.054945054945054944
497,342.0,137.0,8.0,2.4963503649635035,0.058394160583941604
498,347.0,167.0,17.0,2.0778443113772456,0.10179640718562874
499,333.0,176.0,13.0,1.8920454545454546,0.07386363636363637
500,338.0,138.0,11.0,2.449275362318841,0.07971014492753623
501,321.0,137.0,14.0,2.343065693430657,0.10218978102189781
502,235.0,119.0,10.0,1.9747899159663866,0.08403361344537816
503,199.0,96.0,5.0,2.0729166666666665,0.052083333333333336
504,342.0,152.0,8.0,2.25,0.05263157894736842
505,351.0,152.0,8.0,2.3092105263157894,0.05263157894736842
506,339.0,149.0,9.0,2.2751677852348995,0.06040268456375839
507,363.0,195.0,13.0,1.8615384615384616,0.06666666666666667
508,320.0,127.0,11.0,2.5196850393700787,0.08661417322834646
509,218.0,92.0,7.0,2.369565217391304,0.07608695652173914
510,223.0,104.0,7.0,2.144230769230769,0.0673076923076923
511,342.0,169.0,11.0,2.0236686390532546,0.0650887573964497
512,367.0,170.0,13.0,2.1588235294117646,0.07647058823529412
513,329.0,151.0,12.0,2.1788079470198674,0.07947019867549669
514,373.0,188.0,11.0,1.9840425531914894,0.05851063829787234
515,334.0,160.0,10.0,2.0875,0.0625
516,220.0,91.0,4.0,2.4175824175824174,0.04395604395604396
517,219.0,108.0,7.0,2.0277777777777777,0.06481481481481481
518,374.0,143.0,6.0,2.6153846153846154,0.04195804195804196
519,364.0,171.0,17.0,2.128654970760234,0.09941520467836257
520,363.0,147.0,15.0,2.4693877551020407,0.10204081632653061
521,392.0,166.0,11.0,2.36144578313253,0.06626506024096386
522,342.0,135.0,13.0,2.533333333333333,0.0962962962962963
523,252.0,118.0,7.0,2.135593220338983,0.059322033898305086
524,240.0,123.0,8.0,1.951219512195122,0.06504065040650407
525,362.0,180.0,16.0,2.011111111111111,0.08888888888888889
526,376.0,168.0,13.0,2.238095238095238,0.07738095238095238
527,362.0,170.0,12.0,2.1294117647058823,0.07058823529411765
528,338.0,163.0,10.0,2.0736196319018405,0.06134969325153374
529,352.0,157.0,13.0,2.2420382165605095,0.08280254777070063
530,232.0,86.0,5.0,2.697674418604651,0.05813953488372093
531,202.0,101.0,8.0,2.0,0.07920792079207921
532,318.0,143.0,13.0,2.2237762237762237,0.09090909090909091
533,328.0,149.0,11.0,2.2013422818791946,0.0738255033557047
534,324.0,148.0,13.0,2.189189189189189,0.08783783783783784
535,308.0,160.0,12.0,1.925,0.075
536,296.0,135.0,13.0,2.1925925925925926,0.0962962962962963
537,212.0,91.0,6.0,2.32967032967033,0.06593406593406594
538,204.0,79.0,5.0,2.5822784810126582,0.06329113924050633
539,309.0,136.0,9.0,2.2720588235294117,0.0661764705882353
540,326.0,138.0,8.0,2.36231884057971,0.057971014492753624
541,313.0,141.0,12.0,2.219858156028369,0.0851063829787234
542,323.0,168.0,9.0,1.9226190476190477,0.05357142857142857
543,296.0,129.0,8.0,2.294573643410853,0.06201550387596899
544,215.0,82.0,5.0,2.6219512195121952,0.06097560975609756
545,195.0,83.0,3.0,2.3493975903614457,0.03614457831325301
546,308.0,155.0,10.0,1.9870967741935484,0.06451612903225806
547,360.0,171.0,10.0,2.1052631578947367,0.05847953216374269
548,312.0,149.0,13.0,2.0939597315436242,0.087248322147651
549,334.0,150.0,12.0,2.2266666666666666,0.08
550,300.0,126.0,9.0,2.380952380952381,0.07142857142857142
551,200.0,80.0,6.0,2.5,0.075
552,246.0,128.0,8.0,1.921875,0.0625
553,350.0,155.0,10.0,2.2580645161290325,0.06451612903225806
554,372.0,161.0,10.0,2.31055900621118,0.062111801242236024
555,347.0,166.0,8.0,2.0903614457831323,0.04819277108433735
556,401.0,201.0,10.0,1.9950248756218905,0.04975124378109453
557,336.0,154.0,8.0,2.1818181818181817,0.05194805194805195
558,250.0,113.0,7.0,2.2123893805309733,0.061946902654867256
559,218.0,79.0,6.0,2.759493670886076,0.0759493670886076
560,380.0,198.0,12.0,1.9191919191919191,0.06060606060606061
561,358.0,153.0,8.0,2.3398692810457518,0.05228758169934641
562,350.0,152.0,9.0,2.3026315789473686,0.05921052631578947
563,364.0,150.0,15.0,2.4266666666666667,0.1
564,343.0,141.0,7.0,2.4326241134751774,0.04964539007092199
565,228.0,110.0,7.0,2.0727272727272728,0.06363636363636363
566,231.0,105.0,7.0,2.2,0.06666666666666667
567,370.0,149.0,19.0,2.4832214765100673,0.12751677852348994
568,375.0,200.0,12.0,1.875,0.06
569,364.0,165.0,10.0,2.206060606060606,0.06060606060606061
570,388.0,154.0,10.0,2.5194805194805197,0.06493506493506493
571,352.0,159.0,13.0,2.2138364779874213,0.08176100628930817
572,239.0,117.0,9.0,2.0427350427350426,0.07692307692307693
573,225.0,100.0,7.0,2.25,0.07
574,373.0,176.0,19.0,2.1193181818181817,0.10795454545454546
575,387.0,160.0,8.0,2.41875,0.05
576,368.0,154.0,13.0,2.3896103896103895,0.08441558441558442
577,344.0,142.0,13.0,2.4225352112676055,0.09154929577464789
578,362.0,179.0,17.0,2.022346368715084,0.09497206703910614
579,268.0,134.0,13.0,2.0,0.09701492537313433
580,222.0,122.0,8.0,1.819672131147541,0.06557377049180328
581,392.0,181.0,10.0,2.165745856353591,0.055248618784530384
582,406.0,185.0,14.0,2.1945945945945944,0.07567567567567568
583,376.0,209.0,16.0,1.799043062200957,0.07655502392344497
584,389.0,183.0,7.0,2.1256830601092895,0.03825136612021858
585,365.0,176.0,12.0,2.0738636363636362,0.06818181818181818
586,260.0,105.0,7.0,2.4761904761904763,0.06666666666666667
587,227.0,97.0,5.0,2.3402061855670104,0.05154639175257732
588,339.0,147.0,11.0,2.306122448979592,0.07482993197278912
589,348.0,164.0,14.0,2.1219512195121952,0.08536585365853659
590,332.0,152.0,11.0,2.1842105263157894,0.07236842105263158
591,373.0,193.0,18.0,1.932642487046632,0.09326424870466321
592,306.0,128.0,13.0,2.390625,0.1015625
593,214.0,108.0,7.0,1.9814814814814814,0.06481481481481481
594,204.0,100.0,5.0,2.04,0.05
595,326.0,144.0,10.0,2.263888888888889,0.06944444444444445
596,352.0,207.0,8.0,1.7004830917874396,0.03864734299516908
597,332.0,142.0,10.0,2.3380281690140845,0.07042253521126761
598,336.0,139.0,10.0,2.41726618705036,0.07194244604316546
599,315.0,139.0,10.0,2.2661870503597124,0.07194244604316546
600,216.0,90.0,8.0,2.4,0.08888888888888889
601,218.0,93.0,6.0,2.3440860215053765,0.06451612903225806
602,357.0,170.0,7.0,2.1,0.041176470588235294
603,338.0,151.0,13.0,2.23841059602649,0.08609271523178808
604,319.0,133.0,10.0,2.398496240601504,0.07518796992481203
605,320.0,174.0,13.0,1.839080459770115,0.07471264367816093
606,316.0,126.0,10.0,2.507936507936508,0.07936507936507936
607,226.0,115.0,7.0,1.9652173913043478,0.06086956521739131
608,208.0,104.0,7.0,2.0,0.0673076923076923
609,335.0,155.0,11.0,2.161290322580645,0.07096774193548387
610,354.0,147.0,10.0,2.4081632653061225,0.06802721088435375
611,326.0,145.0,6.0,2.2482758620689656,0.041379310344827586
612,318.0,176.0,8.0,1.8068181818181819,0.045454545454545456
613,307.0,128.0,12.0,2.3984375,0.09375
614,194.0,86.0,4.0,2.255813953488372,0.046511627906976744
615,164.0,65.0,5.0,2.523076923076923,0.07692307692307693
616,249.0,115.0,4.0,2.1652173913043478,0.034782608695652174
617,240.0,127.0,11.0,1.889763779527559,0.08661417322834646
618,243.0,122.0,5.0,1.9918032786885247,0.040983606557377046
619,244.0,119.0,9.0,2.0504201680672267,0.07563025210084033
620,225.0,108.0,7.0,2.0833333333333335,0.06481481481481481
621,151.0,66.0,6.0,2.287878787878788,0.09090909090909091
622,154.0,74.0,4.0,2.081081081081081,0.05405405405405406
623,249.0,92.0,6.0,2.7065217391304346,0.06521739130434782
624,250.0,128.0,11.0,1.953125,0.0859375
625,240.0,97.0,7.0,2.4742268041237114,0.07216494845360824
626,234.0,122.0,9.0,1.9180327868852458,0.07377049180327869
627,229.0,92.0,10.0,2.489130434782609,0.10869565217391304
628,169.0,76.0,5.0,2.223684210526316,0.06578947368421052
629,157.0,71.0,6.0,2.211267605633803,0.08450704225352113
630,251.0,126.0,8.0,1.992063492063492,0.06349206349206349
631,257.0,145.0,13.0,1.7724137931034483,0.0896551724137931
632,244.0,120.0,11.0,2.033333333333333,0.09166666666666666
633,250.0,106.0,7.0,2.358490566037736,0.0660377358490566
634,232.0,92.0,7.0,2.5217391304347827,0.07608695652173914
635,151.0,77.0,5.0,1.9610389610389611,0.06493506493506493
636,157.0,77.0,7.0,2.038961038961039,0.09090909090909091
637,244.0,97.0,7.0,2.515463917525773,0.07216494845360824
638,260.0,122.0,7.0,2.1311475409836067,0.05737704918032787
639,244.0,107.0,8.0,2.2803738317757007,0.07476635514018691
640,236.0,113.0,7.0,2.088495575221239,0.061946902654867256
641,232.0,102.0,9.0,2.2745098039215685,0.08823529411764706
642,154.0,62.0,4.0,2.4838709677419355,0.06451612903225806
643,168.0,81.0,6.0,2.074074074074074,0.07407407407407407
644,245.0,126.0,7.0,1.9444444444444444,0.05555555555555555
645,258.0,108.0,7.0,2.388888888888889,0.06481481481481481
646,248.0,125.0,11.0,1.984,0.088
647,236.0,111.0,6.0,2.126126126126126,0.05405405405405406
648,236.0,122.0,11.0,1.9344262295081966,0.09016393442622951
649,164.0,80.0,6.0,2.05,0.075
650,158.0,69.0,4.0,2.289855072463768,0.057971014492753624
651,252.0,109.0,5.0,2.311926605504587,0.045871559633027525
652,262.0,113.0,12.0,2.3185840707964602,0.10619469026548672
653,247.0,106.0,6.0,2.330188679245283,0.05660377358490566
654,257.0,129.0,6.0,1.9922480620155039,0.046511627906976744
655,237.0,113.0,10.0,2.0973451327433628,0.08849557522123894
656,163.0,77.0,6.0,2.116883116883117,0.07792207792207792
657,167.0,81.0,6.0,2.0617283950617282,0.07407407407407407
658,259.0,114.0,10.0,2.2719298245614037,0.08771929824561403
659,249.0,113.0,6.0,2.2035398230088497,0.05309734513274336
660,250.0,119.0,9.0,2.100840336134454,0.07563025210084033
661,238.0,111.0,7.0,2.144144144144144,0.06306306306306306
662,234.0,117.0,8.0,2.0,0.06837606837606838
663,169.0,91.0,7.0,1.8571428571428572,0.07692307692307693
664,151.0,74.0,6.0,2.0405405405405403,0.08108108108108109
665,288.0,137.0,13.0,2.102189781021898,0.0948905109489051
666,299.0,156.0,6.0,1.9166666666666667,0.038461538461538464
667,280.0,126.0,13.0,2.2222222222222223,0.10317460317460317
668,259.0,117.0,7.0,2.213675213675214,0.05982905982905983
669,272.0,134.0,10.0,2.029850746268657,0.07462686567164178
670,185.0,83.0,5.0,2.2289156626506026,0.060240963855421686
671,189.0,77.0,8.0,2.4545454545454546,0.1038961038961039
672,284.0,108.0,9.0,2.6296296296296298,0.08333333333333333
673,295.0,116.0,13.0,2.543103448275862,0.11206896551724138
674,284.0,115.0,7.0,2.4695652173913043,0.06086956521739131
675,314.0,151.0,9.0,2.0794701986754967,0.059602649006622516
676,275.0,125.0,13.0,2.2,0.104
677,187.0,80.0,7.0,2.3375,0.0875
678,181.0,82.0,5.0,2.207317073170732,0.06097560975609756
679,283.0,160.0,10.0,1.76875,0.0625
680,297.0,136.0,8.0,2.1838235294117645,0.058823529411764705
681,260.0,125.0,8.0,2.08,0.064
682,291.0,105.0,8.0,2.7714285714285714,0.0761904761904762
683,255.0,104.0,7.0,2.451923076923077,0.0673076923076923
684,176.0,78.0,4.0,2.2564102564102564,0.05128205128205128
685,203.0,81.0,6.0,2.506172839506173,0.07407407407407407
686,310.0,152.0,10.0,2.039473684210526,0.06578947368421052
687,353.0,154.0,11.0,2.292207792207792,0.07142857142857142
688,329.0,166.0,15.0,1.9819277108433735,0.09036144578313253
689,328.0,147.0,11.0,2.2312925170068025,0.07482993197278912
690,313.0,138.0,14.0,2.2681159420289854,0.10144927536231885
691,232.0,89.0,4.0,2.606741573033708,0.0449438202247191
692,201.0,80.0,5.0,2.5125,0.0625
693,332.0,175.0,10.0,1.8971428571428572,0.05714285714285714
694,346.0,142.0,11.0,2.436619718309859,0.07746478873239436
695,355.0,169.0,13.0,2.100591715976331,0.07692307692307693
696,396.0,181.0,15.0,2.1878453038674035,0.08287292817679558
697,333.0,126.0,8.0,2.642857142857143,0.06349206349206349
698,222.0,86.0,5.0,2.5813953488372094,0.05813953488372093
699,238.0,114.0,5.0,2.087719298245614,0.043859649122807015
700,360.0,163.0,14.0,2.208588957055215,0.08588957055214724
701,322.0,167.0,7.0,1.9281437125748504,0.041916167664670656
702,297.0,159.0,12.0,1.8679245283018868,0.07547169811320754
703,260.0,117.0,14.0,2.2222222222222223,0.11965811965811966
704,290.0,144.0,12.0,2.013888888888889,0.08333333333333333
705,204.0,91.0,11.0,2.241758241758242,0.12087912087912088
706,209.0,81.0,3.0,2.580246913580247,0.037037037037037035
707,307.0,165.0,9.0,1.8606060606060606,0.05454545454545454
708,312.0,146.0,8.0,2.136986301369863,0.0547945205479452
709,302.0,164.0,11.0,1.8414634146341464,0.06707317073170732
710,292.0,153.0,9.0,1.908496732026144,0.058823529411764705
711,294.0,119.0,8.0,2.4705882352941178,0.06722689075630252
712,192.0,89.0,5.0,2.157303370786517,0.056179775280898875
713,180.0,78.0,3.0,2.3076923076923075,0.038461538461538464
714,290.0,127.0,10.0,2.283464566929134,0.07874015748031496
715,330.0,129.0,13.0,2.558139534883721,0.10077519379844961
716,318.0,142.0,13.0,2.23943661971831,0.09154929577464789
717,328.0,146.0,9.0,2.2465753424657535,0.06164383561643835
718,293.0,154.0,10.0,1.9025974025974026,0.06493506493506493
719,215.0,90.0,7.0,2.388888888888889,0.07777777777777778
720,209.0,97.0,10.0,2.154639175257732,0.10309278350515463
721,342.0,146.0,13.0,2.3424657534246576,0.08904109589041095
722,328.0,126.0,8.0,2.6031746031746033,0.06349206349206349
723,315.0,125.0,7.0,2.52,0.056
724,324.0,138.0,11.0,2.347826086956522,0.07971014492753623
725,308.0,117.0,10.0,2.6324786324786325,0.08547008547008547
726,210.0,82.0,6.0,2.5609756097560976,0.07317073170731707
727,200.0,80.0,5.0,2.5,0.0625
728,331.0,146.0,13.0,2.267123287671233,0.08904109589041095
729,352.0,172.0,11.0,2.046511627906977,0.06395348837209303
730,322.0,141.0,8.0,2.2836879432624113,0.05673758865248227
731,289.0,150.0,13.0,1.9266666666666667,0.08666666666666667
732,312.0,139.0,12.0,2.2446043165467624,0.08633093525179857
733,222.0,94.0,5.0,2.3617021276595747,0.05319148936170213
734,198.0,92.0,8.0,2.152173913043478,0.08695652173913043
735,323.0,127.0,8.0,2.543307086614173,0.06299212598425197
736,339.0,172.0,9.0,1.9709302325581395,0.05232558139534884
737,323.0,151.0,11.0,2.1390728476821192,0.0728476821192053
738,294.0,132.0,9.0,2.227272727272727,0.06818181818181818
739,312.0,158.0,10.0,1.9746835443037976,0.06329113924050633
740,190.0,96.0,9.0,1.9791666666666667,0.09375
741,204.0,112.0,7.0,1.8214285714285714,0.0625
742,309.0,147.0,12.0,2.1020408163265305,0.08163265306122448
743,313.0,119.0,8.0,2.630252100840336,0.06722689075630252
744,297.0,121.0,8.0,2.4545454545454546,0.06611570247933884
745,301.0,132.0,10.0,2.2803030303030303,0.07575757575757576
746,288.0,106.0,9.0,2.7169811320754715,0.08490566037735849
747,193.0,92.0,8.0,2.097826086956522,0.08695652173913043
748,192.0,85.0,7.0,2.2588235294117647,0.08235294117647059
749,299.0,164.0,12.0,1.8231707317073171,0.07317073170731707
750,326.0,141.0,17.0,2.3120567375886525,0.12056737588652482
751,307.0,135.0,7.0,2.274074074074074,0.05185185185185185
752,304.0,145.0,11.0,2.0965517241379312,0.07586206896551724
753,283.0,126.0,15.0,2.246031746031746,0.11904761904761904
754,190.0,105.0,12.0,1.8095238095238095,0.11428571428571428
755,204.0,98.0,7.0,2.0816326530612246,0.07142857142857142
756,308.0,136.0,12.0,2.264705882352941,0.08823529411764706
757,324.0,144.0,10.0,2.25,0.06944444444444445
758,301.0,136.0,12.0,2.213235294117647,0.08823529411764706
759,324.0,149.0,10.0,2.174496644295302,0.06711409395973154
760,289.0,127.0,7.0,2.2755905511811023,0.05511811023622047
761,197.0,98.0,7.0,2.010204081632653,0.07142857142857142
762,191.0,70.0,5.0,2.7285714285714286,0.07142857142857142
763,321.0,148.0,7.0,2.168918918918919,0.0472972972972973
764,312.0,147.0,8.0,2.122448979591837,0.05442176870748299
765,306.0,181.0,11.0,1.6906077348066297,0.06077348066298342
766,327.0,142.0,7.0,2.3028169014084505,0.04929577464788732
767,293.0,126.0,8.0,2.3253968253968256,0.06349206349206349
768,199.0,95.0,5.0,2.094736842105263,0.05263157894736842
769,193.0,82.0,7.0,2.3536585365853657,0.08536585365853659
770,312.0,162.0,11.0,1.9259259259259258,0.06790123456790123
771,330.0,146.0,13.0,2.26027397260274,0.08904109589041095
772,313.0,153.0,13.0,2.045751633986928,0.08496732026143791
773,312.0,142.0,13.0,2.1971830985915495,0.09154929577464789
774,294.0,150.0,10.0,1.96,0.06666666666666667
775,199.0,89.0,6.0,2.235955056179775,0.06741573033707865
776,201.0,95.0,6.0,2.1157894736842104,0.06315789473684211
777,320.0,143.0,11.0,2.237762237762238,0.07692307692307693
778,331.0,149.0,12.0,2.221476510067114,0.08053691275167785
779,307.0,116.0,7.0,2.646551724137931,0.0603448275862069
780,302.0,113.0,7.0,2.672566371681416,0.061946902654867256
781,308.0,149.0,11.0,2.0671140939597317,0.0738255033557047
782,197.0,100.0,7.0,1.97,0.07
783,186.0,84.0,6.0,2.2142857142857144,0.07142857142857142
784,306.0,122.0,12.0,2.5081967213114753,0.09836065573770492
785,327.0,146.0,5.0,2.23972602739726,0.03424657534246575
786,309.0,133.0,10.0,2.3233082706766917,0.07518796992481203
787,296.0,135.0,12.0,2.1925925925925926,0.08888888888888889
788,303.0,126.0,8.0,2.4047619047619047,0.06349206349206349
789,220.0,96.0,4.0,2.2916666666666665,0.041666666666666664
790,199.0,111.0,6.0,1.7927927927927927,0.05405405405405406
791,315.0,160.0,10.0,1.96875,0.0625
792,330.0,147.0,12.0,2.2448979591836733,0.08163265306122448
793,307.0,156.0,13.0,1.9679487179487178,0.08333333333333333
794,303.0,160.0,11.0,1.89375,0.06875
795,300.0,147.0,7.0,2.0408163265306123,0.047619047619047616
796,213.0,101.0,8.0,2.108910891089109,0.07920792079207921
797,204.0,96.0,6.0,2.125,0.0625
798,318.0,173.0,12.0,1.8381502890173411,0.06936416184971098
799,335.0,120.0,6.0,2.7916666666666665,0.05
800,323.0,135.0,12.0,2.3925925925925924,0.08888888888888889
801,299.0,143.0,10.0,2.090909090909091,0.06993006993006994
802,303.0,145.0,8.0,2.089655172413793,0.05517241379310345
803,196.0,90.0,6.0,2.1777777777777776,0.06666666666666667
804,205.0,94.0,5.0,2.1808510638297873,0.05319148936170213
805,343.0,186.0,8.0,1.8440860215053763,0.043010752688172046
806,345.0,202.0,9.0,1.7079207920792079,0.04455445544554455
807,341.0,166.0,20.0,2.0542168674698793,0.12048192771084337
808,354.0,167.0,17.0,2.1197604790419162,0.10179640718562874
809,325.0,152.0,9.0,2.138157894736842,0.05921052631578947
810,215.0,96.0,4.0,2.2395833333333335,0.041666666666666664
811,202.0,98.0,9.0,2.061224489795918,0.09183673469387756
812,342.0,158.0,8.0,2.1645569620253164,0.05063291139240506
813,350.0,141.0,9.0,2.482269503546099,0.06382978723404255
814,331.0,141.0,10.0,2.347517730496454,0.07092198581560284
815,334.0,176.0,29.0,1.8977272727272727,0.16477272727272727
816,312.0,145.0,8.0,2.1517241379310343,0.05517241379310345
817,223.0,110.0,7.0,2.0272727272727273,0.06363636363636363
818,216.0,108.0,9.0,2.0,0.08333333333333333
819,352.0,179.0,12.0,1.9664804469273742,0.0670391061452514
820,356.0,139.0,9.0,2.5611510791366907,0.06474820143884892
821,347.0,130.0,8.0,2.669230769230769,0.06153846153846154
822,329.0,177.0,14.0,1.8587570621468927,0.07909604519774012
823,309.0,132.0,7.0,2.340909090909091,0.05303030303030303
824,200.0,96.0,5.0,2.0833333333333335,0.052083333333333336
825,204.0,99.0,7.0,2.0606060606060606,0.0707070707070707
826,348.0,143.0,12.0,2.4335664335664338,0.08391608391608392
827,365.0,159.0,8.0,2.2955974842767297,0.050314465408805034
828,325.0,139.0,10.0,2.338129496402878,0.07194244604316546
829,361.0,160.0,9.0,2.25625,0.05625
830,313.0,148.0,6.0,2.114864864864865,0.04054054054054054
831,213.0,114.0,9.0,1.868421052631579,0.07894736842105263
832,216.0,131.0,11.0,1.6488549618320612,0.08396946564885496
833,325.0,142.0,8.0,2.288732394366197,0.056338028169014086
834,346.0,165.0,9.0,2.096969696969697,0.05454545454545454
835,341.0,157.0,18.0,2.171974522292994,0.11464968152866242
836,336.0,170.0,14.0,1.9764705882352942,0.08235294117647059
837,310.0,131.0,8.0,2.366412213740458,0.061068702290076333
838,226.0,92.0,6.0,2.4565217391304346,0.06521739130434782
839,211.0,96.0,7.0,2.1979166666666665,0.07291666666666667
840,338.0,152.0,9.0,2.223684210526316,0.05921052631578947
841,363.0,147.0,23.0,2.4693877551020407,0.1564625850340136
842,333.0,168.0,15.0,1.9821428571428572,0.08928571428571429
843,349.0,143.0,12.0,2.4405594405594404,0.08391608391608392
844,319.0,144.0,11.0,2.2152777777777777,0.0763888888888889
845,239.0,119.0,10.0,2.008403361344538,0.08403361344537816
846,205.0,84.0,5.0,2.4404761904761907,0.05952380952380952
847,355.0,148.0,11.0,2.3986486486486487,0.07432432432432433
848,361.0,158.0,12.0,2.2848101265822787,0.0759493670886076
849,331.0,141.0,6.0,2.347517730496454,0.0425531914893617
850,422.0,165.0,15.0,2.5575757575757576,0.09090909090909091
851,382.0,200.0,13.0,1.91,0.065
852,254.0,124.0,9.0,2.0483870967741935,0.07258064516129033
853,239.0,106.0,8.0,2.2547169811320753,0.07547169811320754
854,408.0,184.0,11.0,2.217391304347826,0.059782608695652176
855,430.0,178.0,14.0,2.4157303370786516,0.07865168539325842
856,409.0,197.0,13.0,2.0761421319796955,0.06598984771573604
857,399.0,224.0,15.0,1.78125,0.06696428571428571
858,390.0,162.0,17.0,2.4074074074074074,0.10493827160493827
859,282.0,134.0,14.0,2.1044776119402986,0.1044776119402985
860,253.0,121.0,14.0,2.090909090909091,0.11570247933884298
861,405.0,174.0,9.0,2.3275862068965516,0.05172413793103448
862,421.0,187.0,8.0,2.251336898395722,0.0427807486631016
863,412.0,191.0,14.0,2.157068062827225,0.07329842931937172
864,408.0,211.0,17.0,1.933649289099526,0.08056872037914692
865,385.0,215.0,18.0,1.7906976744186047,0.08372093023255814
866,276.0,131.0,10.0,2.1068702290076335,0.07633587786259542
867,274.0,92.0,5.0,2.9782608695652173,0.05434782608695652
868,442.0,195.0,15.0,2.2666666666666666,0.07692307692307693
869,454.0,218.0,14.0,2.0825688073394497,0.06422018348623854
870,428.0,227.0,18.0,1.8854625550660793,0.07929515418502203
871,444.0,202.0,20.0,2.198019801980198,0.09900990099009901
872,410.0,188.0,15.0,2.1808510638297873,0.0797872340425532
873,292.0,124.0,8.0,2.3548387096774195,0.06451612903225806
874,284.0,113.0,9.0,2.5132743362831858,0.07964601769911504
875,441.0,198.0,19.0,2.227272727272727,0.09595959595959595
876,471.0,272.0,14.0,1.7316176470588236,0.051470588235294115
877,446.0,164.0,7.0,2.7195121951219514,0.042682926829268296
878,395.0,161.0,12.0,2.453416149068323,0.07453416149068323
879,410.0,195.0,11.0,2.1025641025641026,0.05641025641025641
880,282.0,119.0,9.0,2.369747899159664,0.07563025210084033
881,280.0,106.0,7.0,2.641509433962264,0.0660377358490566
882,449.0,206.0,17.0,2.179611650485437,0.0825242718446602
883,453.0,199.0,14.0,2.2763819095477387,0.07035175879396985
884,434.0,235.0,16.0,1.8468085106382979,0.06808510638297872
885,455.0,212.0,15.0,2.1462264150943398,0.07075471698113207
886,414.0,179.0,12.0,2.3128491620111733,0.0670391061452514
887,278.0,116.0,9.0,2.396551724137931,0.07758620689655173
888,281.0,134.0,9.0,2.0970149253731343,0.06716417910447761
889,447.0,185.0,14.0,2.4162162162162164,0.07567567567567568
890,482.0,205.0,10.0,2.351219512195122,0.04878048780487805
891,438.0,218.0,15.0,2.0091743119266057,0.06880733944954129
892,435.0,210.0,20.0,2.0714285714285716,0.09523809523809523
893,421.0,190.0,16.0,2.2157894736842105,0.08421052631578947
894,300.0,138.0,9.0,2.1739130434782608,0.06521739130434782
895,285.0,111.0,9.0,2.5675675675675675,0.08108108108108109
896,452.0,203.0,13.0,2.226600985221675,0.06403940886699508
897,456.0,206.0,15.0,2.2135922330097086,0.07281553398058252
898,453.0,214.0,23.0,2.116822429906542,0.10747663551401869
899,471.0,204.0,11.0,2.3088235294117645,0.05392156862745098
900,410.0,222.0,16.0,1.8468468468468469,0.07207207207207207
901,296.0,130.0,9.0,2.276923076923077,0.06923076923076923
902,277.0,102.0,8.0,2.715686274509804,0.0784313725490196
