Date,Campaign,Ad Group,Impressions,Clicks,CTR,Avg CPM,Avg CPC,Cost,Avg Position,Conversions,Cost / Conversion
"04 March, 2012",Mountain Bikes,Adult Bikes,8830,100,1.13%,$7.15,$0.63,$63.12,1.8,3,$21.04
"04 March, 2012",Mountain Bikes,Kids Bikes,8258,100,1.21%,$11.11,$0.92,$91.76,3.3,4,$22.94
"05 March, 2012",Mountain Bikes,Common Keywords,8153,76,0.93%,$21.4,$2.3,$174.47,4,8,$21.81
"05 March, 2012",Mountain Bikes,Athletic Bikes,7199,89,1.24%,$19.46,$1.57,$140.07,1.8,12,$11.67
"05 March, 2012",Mountain Bikes,Adult Bikes,7266,97,1.33%,$8,$0.6,$58.16,2.1,6,$9.69
"05 March, 2012",Mountain Bikes,Kids Bikes,6088,92,1.51%,$31.17,$2.06,$189.76,2.8,8,$23.72
"06 March, 2012",Mountain Bikes,Common Keywords,9179,42,0.46%,$10.1,$2.21,$92.7,4.2,10,$9.27
"06 March, 2012",Mountain Bikes,Athletic Bikes,7140,42,0.59%,$4.46,$0.76,$31.81,2.1,3,$10.6
"06 March, 2012",Mountain Bikes,Adult Bikes,8861,60,0.68%,$3.68,$0.54,$32.62,2.2,5,$6.52
"06 March, 2012",Mountain Bikes,Kids Bikes,6323,38,0.60%,$9.85,$1.64,$62.29,2.7,3,$20.76
"07 March, 2012",Mountain Bikes,Common Keywords,9013,67,0.74%,$6.03,$0.81,$54.38,4.2,9,$6.04
"07 March, 2012",Mountain Bikes,Athletic Bikes,9833,81,0.82%,$7.72,$0.94,$75.94,2.5,7,$10.85
"07 March, 2012",Mountain Bikes,Adult Bikes,8565,100,1.17%,$11.72,$1,$100.38,2.6,6,$16.73
"07 March, 2012",Mountain Bikes,Kids Bikes,6439,46,0.71%,$14.98,$2.1,$96.48,2.8,5,$19.3
"08 March, 2012",Mountain Bikes,Common Keywords,9635,73,0.76%,$18.07,$2.39,$174.12,4.2,15,$11.61
"08 March, 2012",Mountain Bikes,Athletic Bikes,8277,93,1.12%,$7.8,$0.69,$64.57,2.4,5,$12.91
"08 March, 2012",Mountain Bikes,Adult Bikes,8507,53,0.62%,$15.07,$2.42,$128.19,2.3,14,$9.16
"08 March, 2012",Mountain Bikes,Kids Bikes,8331,57,0.68%,$3.44,$0.5,$28.65,2.3,4,$7.16
"09 March, 2012",Mountain Bikes,Common Keywords,6176,86,1.39%,$27.94,$2.01,$172.55,3.9,8,$21.57
"09 March, 2012",Mountain Bikes,Athletic Bikes,7026,74,1.05%,$13.82,$1.31,$97.08,2.4,13,$7.47
"09 March, 2012",Mountain Bikes,Adult Bikes,7108,33,0.46%,$2.71,$0.58,$19.26,2.4,3,$6.42
"09 March, 2012",Mountain Bikes,Kids Bikes,6244,64,1.02%,$22.69,$2.21,$141.67,2.8,13,$10.9
"10 March, 2012",Mountain Bikes,Common Keywords,7588,59,0.78%,$10.63,$1.37,$80.67,3.8,13,$6.21
"10 March, 2012",Mountain Bikes,Athletic Bikes,7402,93,1.26%,$16.23,$1.29,$120.13,2.4,8,$15.02
"10 March, 2012",Mountain Bikes,Adult Bikes,6483,88,1.36%,$17.63,$1.3,$114.3,2,11,$10.39
"10 March, 2012",Mountain Bikes,Kids Bikes,9999,71,0.71%,$16.26,$2.29,$162.54,3.3,3,$54.18
"11 March, 2012",Mountain Bikes,Common Keywords,6710,93,1.39%,$16.41,$1.18,$110.09,4.3,7,$15.73
"11 March, 2012",Mountain Bikes,Athletic Bikes,8966,49,0.55%,$7.07,$1.29,$63.39,2.9,5,$12.68
"11 March, 2012",Mountain Bikes,Adult Bikes,8444,47,0.56%,$5.37,$0.97,$45.38,2,4,$11.35
"11 March, 2012",Mountain Bikes,Kids Bikes,6416,65,1.01%,$20.81,$2.05,$133.54,2.7,15,$8.9
"12 March, 2012",Mountain Bikes,Common Keywords,7371,42,0.57%,$3.82,$0.67,$28.16,4.2,10,$2.82
"12 March, 2012",Mountain Bikes,Athletic Bikes,9175,47,0.51%,$4.67,$0.91,$42.89,2.6,7,$6.13
"12 March, 2012",Mountain Bikes,Adult Bikes,9729,88,0.90%,$10.45,$1.16,$101.68,2.5,4,$25.42
"12 March, 2012",Mountain Bikes,Kids Bikes,7524,51,0.68%,$9.7,$1.43,$72.96,2.5,11,$6.63
"13 March, 2012",Mountain Bikes,Common Keywords,9954,86,0.86%,$4.43,$0.51,$44.09,4.3,6,$7.35
"13 March, 2012",Mountain Bikes,Athletic Bikes,8098,67,0.83%,$17.08,$2.06,$138.35,2.5,11,$12.58
"13 March, 2012",Mountain Bikes,Adult Bikes,8590,47,0.55%,$3.05,$0.56,$26.24,2.4,10,$2.62
"13 March, 2012",Mountain Bikes,Kids Bikes,8057,97,1.20%,$28.44,$2.36,$229.18,2.3,7,$32.74
"14 March, 2012",Mountain Bikes,Common Keywords,7309,52,0.71%,$14.79,$2.08,$108.1,4.2,11,$9.83
"14 March, 2012",Mountain Bikes,Athletic Bikes,6581,48,0.73%,$7.13,$0.98,$46.91,2.5,8,$5.86
"14 March, 2012",Mountain Bikes,Adult Bikes,6220,84,1.35%,$18.57,$1.37,$115.49,2.6,5,$23.1
"14 March, 2012",Mountain Bikes,Kids Bikes,9208,63,0.68%,$14.88,$2.18,$137.03,2.9,4,$34.26
"15 March, 2012",Mountain Bikes,Common Keywords,6077,87,1.43%,$16.02,$1.12,$97.33,4.4,4,$24.33
"15 March, 2012",Mountain Bikes,Athletic Bikes,7571,79,1.04%,$24.44,$2.34,$185.03,2.8,4,$46.26
"15 March, 2012",Mountain Bikes,Adult Bikes,6011,51,0.85%,$11.8,$1.39,$70.93,2.4,12,$5.91
"15 March, 2012",Mountain Bikes,Kids Bikes,6087,44,0.72%,$15.53,$2.15,$94.53,2.3,4,$23.63
"16 March, 2012",Mountain Bikes,Common Keywords,7660,62,0.81%,$15.4,$1.9,$117.94,4.2,3,$39.31
"16 March, 2012",Mountain Bikes,Athletic Bikes,6906,63,0.91%,$8.6,$0.94,$59.42,2.5,5,$11.88
"16 March, 2012",Mountain Bikes,Adult Bikes,6745,88,1.30%,$29.27,$2.24,$197.44,2.5,14,$14.1
"16 March, 2012",Mountain Bikes,Kids Bikes,9202,71,0.77%,$17.39,$2.25,$160.05,2.6,6,$26.68
"17 March, 2012",Mountain Bikes,Common Keywords,6175,47,0.76%,$8.34,$1.1,$51.52,4.1,9,$5.72
"17 March, 2012",Mountain Bikes,Athletic Bikes,9956,36,0.36%,$3.97,$1.1,$39.54,2.8,10,$3.95
"17 March, 2012",Mountain Bikes,Adult Bikes,6718,67,1.00%,$12.3,$1.23,$82.63,2.2,15,$5.51
"17 March, 2012",Mountain Bikes,Kids Bikes,7789,68,0.87%,$13.12,$1.5,$102.18,2.5,7,$14.6
"18 March, 2012",Mountain Bikes,Common Keywords,7025,78,1.11%,$24.06,$2.17,$168.99,4,10,$16.9
"18 March, 2012",Mountain Bikes,Athletic Bikes,7007,72,1.03%,$21.75,$2.12,$152.37,2.6,14,$10.88
"18 March, 2012",Mountain Bikes,Adult Bikes,6047,92,1.52%,$33.29,$2.19,$201.32,2.2,3,$67.11
"18 March, 2012",Mountain Bikes,Kids Bikes,6381,30,0.47%,$9.73,$2.07,$62.11,3,10,$6.21
"19 March, 2012",Mountain Bikes,Common Keywords,9711,63,0.65%,$8.82,$1.36,$85.69,4,9,$9.52
"19 March, 2012",Mountain Bikes,Athletic Bikes,6555,90,1.37%,$11.93,$0.87,$78.23,2.8,15,$5.22
"19 March, 2012",Mountain Bikes,Adult Bikes,6444,35,0.54%,$9.87,$1.82,$63.57,2.3,12,$5.3
"19 March, 2012",Mountain Bikes,Kids Bikes,9178,51,0.56%,$7.86,$1.41,$72.15,2.3,9,$8.02
"20 March, 2012",Mountain Bikes,Common Keywords,7279,43,0.59%,$14,$2.37,$101.93,4.2,11,$9.27
"20 March, 2012",Mountain Bikes,Athletic Bikes,9678,71,0.73%,$12.15,$1.66,$117.58,2.5,7,$16.8
"20 March, 2012",Mountain Bikes,Adult Bikes,7207,70,0.97%,$12.82,$1.32,$92.39,2.1,6,$15.4
"20 March, 2012",Mountain Bikes,Kids Bikes,9506,53,0.56%,$5.05,$0.91,$48.03,2.4,3,$16.01
"21 March, 2012",Mountain Bikes,Common Keywords,9240,78,0.84%,$14.03,$1.66,$129.63,4.2,6,$21.61
"21 March, 2012",Mountain Bikes,Athletic Bikes,6800,45,0.66%,$15.64,$2.36,$106.35,2.6,7,$15.19
"21 March, 2012",Mountain Bikes,Adult Bikes,8566,53,0.62%,$10.21,$1.65,$87.42,2.2,14,$6.24
"21 March, 2012",Mountain Bikes,Kids Bikes,6854,69,1.01%,$17.02,$1.69,$116.65,2.8,5,$23.33
"22 March, 2012",Mountain Bikes,Common Keywords,9018,80,0.89%,$6.8,$0.77,$61.34,4.3,3,$20.45
"22 March, 2012",Mountain Bikes,Athletic Bikes,6998,54,0.77%,$19.25,$2.5,$134.74,2.3,7,$19.25
"22 March, 2012",Mountain Bikes,Adult Bikes,6696,52,0.78%,$6.42,$0.83,$42.99,2.2,9,$4.78
"22 March, 2012",Mountain Bikes,Kids Bikes,9420,37,0.39%,$5.74,$1.46,$54.04,2,5,$10.81
"23 March, 2012",Mountain Bikes,Common Keywords,7083,42,0.59%,$9.26,$1.56,$65.57,4.1,9,$7.29
"23 March, 2012",Mountain Bikes,Athletic Bikes,8615,88,1.02%,$23.9,$2.34,$205.94,4,7,$29.42
"23 March, 2012",Mountain Bikes,Adult Bikes,6758,31,0.46%,$10.55,$2.3,$71.32,2.1,5,$14.26
"23 March, 2012",Mountain Bikes,Kids Bikes,6430,70,1.09%,$25.31,$2.33,$162.77,2.8,12,$13.56
"24 March, 2012",Mountain Bikes,Common Keywords,8955,79,0.88%,$5.33,$0.6,$47.72,4.1,8,$5.96
"24 March, 2012",Mountain Bikes,Athletic Bikes,9681,36,0.37%,$7.61,$2.05,$73.67,2.7,3,$24.56
"24 March, 2012",Mountain Bikes,Adult Bikes,7820,69,0.88%,$11.57,$1.31,$90.44,1.7,3,$30.15
"24 March, 2012",Mountain Bikes,Kids Bikes,6262,40,0.64%,$11.47,$1.8,$71.85,3.3,8,$8.98
"25 March, 2012",Mountain Bikes,Common Keywords,6224,41,0.66%,$14.67,$2.23,$91.3,4,8,$11.41
"25 March, 2012",Mountain Bikes,Athletic Bikes,9140,95,1.04%,$18.09,$1.74,$165.34,2.7,10,$16.53
"25 March, 2012",Mountain Bikes,Adult Bikes,7789,88,1.13%,$12.4,$1.1,$96.58,1.7,12,$8.05
"25 March, 2012",Mountain Bikes,Kids Bikes,6382,56,0.88%,$10.11,$1.15,$64.53,3.3,14,$4.61
"26 March, 2012",Mountain Bikes,Common Keywords,9916,93,0.94%,$4.83,$0.52,$47.9,4.1,9,$5.32
"26 March, 2012",Mountain Bikes,Athletic Bikes,7475,61,0.82%,$5.19,$0.64,$38.8,3.7,9,$4.31
"26 March, 2012",Mountain Bikes,Adult Bikes,9411,73,0.78%,$18.71,$2.41,$176.05,2.2,6,$29.34
"26 March, 2012",Mountain Bikes,Kids Bikes,7530,77,1.02%,$23.27,$2.28,$175.24,2.6,11,$15.93
"27 March, 2012",Mountain Bikes,Common Keywords,9741,78,0.80%,$16.87,$2.11,$164.34,4,12,$13.69
"27 March, 2012",Mountain Bikes,Athletic Bikes,7643,80,1.05%,$9.96,$0.95,$76.14,3.4,12,$6.35
"27 March, 2012",Mountain Bikes,Adult Bikes,6166,99,1.61%,$26.92,$1.68,$165.97,1.9,7,$23.71
"27 March, 2012",Mountain Bikes,Kids Bikes,9087,53,0.58%,$5.9,$1.01,$53.61,3.2,14,$3.83
"28 March, 2012",Mountain Bikes,Common Keywords,7731,72,0.93%,$7.1,$0.76,$54.91,4,3,$18.3
"28 March, 2012",Mountain Bikes,Athletic Bikes,7234,92,1.27%,$21.42,$1.68,$154.92,4.5,14,$11.07
"28 March, 2012",Mountain Bikes,Adult Bikes,7432,61,0.82%,$9.48,$1.15,$70.45,1.7,15,$4.7
"28 March, 2012",Mountain Bikes,Kids Bikes,9234,41,0.44%,$3.54,$0.8,$32.69,2.1,6,$5.45
"29 March, 2012",Mountain Bikes,Common Keywords,7426,34,0.46%,$3.14,$0.68,$23.29,4,14,$1.66
"29 March, 2012",Mountain Bikes,Athletic Bikes,9166,97,1.06%,$14.94,$1.41,$136.93,3.1,7,$19.56
"29 March, 2012",Mountain Bikes,Adult Bikes,7312,38,0.52%,$3.25,$0.63,$23.77,1.7,12,$1.98
"29 March, 2012",Mountain Bikes,Kids Bikes,9223,74,0.80%,$9.5,$1.18,$87.6,4.1,11,$7.96
"30 March, 2012",Mountain Bikes,Common Keywords,9062,50,0.55%,$6.64,$1.2,$60.17,4,6,$10.03
"30 March, 2012",Mountain Bikes,Athletic Bikes,8775,64,0.73%,$14.35,$1.97,$125.91,3.3,8,$15.74
"30 March, 2012",Mountain Bikes,Adult Bikes,8691,72,0.83%,$12.64,$1.53,$109.87,1.6,8,$13.73
"30 March, 2012",Mountain Bikes,Kids Bikes,6233,39,0.63%,$14.62,$2.34,$91.1,2.7,14,$6.51
"31 March, 2012",Mountain Bikes,Common Keywords,9115,90,0.99%,$9.71,$0.98,$88.5,4,13,$6.81
"31 March, 2012",Mountain Bikes,Athletic Bikes,6674,85,1.27%,$27.95,$2.19,$186.54,2.7,4,$46.64
"31 March, 2012",Mountain Bikes,Adult Bikes,6285,47,0.75%,$12.89,$1.72,$81.03,1.4,14,$5.79
"31 March, 2012",Mountain Bikes,Kids Bikes,6398,86,1.34%,$12.98,$0.97,$83.07,4,11,$7.55
"01 April, 2012",Mountain Bikes,Common Keywords,9325,83,0.89%,$13.29,$1.49,$123.93,3.9,10,$12.39
"01 April, 2012",Mountain Bikes,Athletic Bikes,9561,35,0.37%,$5.68,$1.55,$54.33,3,15,$3.62
"01 April, 2012",Mountain Bikes,Adult Bikes,7814,88,1.13%,$12.11,$1.08,$94.63,1.4,14,$6.76
"01 April, 2012",Mountain Bikes,Kids Bikes,9178,60,0.65%,$11.21,$1.71,$102.88,2.8,13,$7.91
"02 April, 2012",Mountain Bikes,Common Keywords,6612,48,0.73%,$9.61,$1.32,$63.52,3.7,7,$9.07
"02 April, 2012",Mountain Bikes,Athletic Bikes,8503,64,0.75%,$7.12,$0.95,$60.57,2.4,5,$12.11
"02 April, 2012",Mountain Bikes,Adult Bikes,7136,79,1.11%,$8.5,$0.77,$60.66,1.6,9,$6.74
"02 April, 2012",Mountain Bikes,Kids Bikes,9816,85,0.87%,$19.02,$2.2,$186.7,2.5,8,$23.34
"03 April, 2012",Mountain Bikes,Common Keywords,7768,51,0.66%,$5.38,$0.82,$41.79,4.2,4,$10.45
"03 April, 2012",Mountain Bikes,Athletic Bikes,8211,88,1.07%,$14.42,$1.35,$118.39,2.7,14,$8.46
"03 April, 2012",Mountain Bikes,Adult Bikes,9698,79,0.81%,$15.25,$1.87,$147.88,1.5,12,$12.32
"03 April, 2012",Mountain Bikes,Kids Bikes,9145,67,0.73%,$17.61,$2.4,$161.02,2.6,13,$12.39
"04 April, 2012",Mountain Bikes,Common Keywords,9065,41,0.45%,$5.26,$1.16,$47.72,4.3,9,$5.3
"04 April, 2012",Mountain Bikes,Athletic Bikes,8524,36,0.42%,$7.35,$1.74,$62.67,2.6,14,$4.48
"04 April, 2012",Mountain Bikes,Adult Bikes,6291,59,0.94%,$20.92,$2.23,$131.59,1.6,5,$26.32
"04 April, 2012",Mountain Bikes,Kids Bikes,8444,35,0.41%,$9.77,$2.36,$82.46,2.3,4,$20.62
"05 April, 2012",Mountain Bikes,Common Keywords,8167,72,0.88%,$19.63,$2.23,$160.33,4.1,15,$10.69
"05 April, 2012",Mountain Bikes,Athletic Bikes,8304,88,1.06%,$17.45,$1.65,$144.88,2.2,5,$28.98
"05 April, 2012",Mountain Bikes,Adult Bikes,9687,41,0.42%,$6.82,$1.61,$66.08,1.6,11,$6.01
"05 April, 2012",Mountain Bikes,Kids Bikes,7909,32,0.40%,$7,$1.73,$55.34,2.4,5,$11.07
"06 April, 2012",Mountain Bikes,Common Keywords,9039,60,0.66%,$9.21,$1.39,$83.22,4.3,6,$13.87
"06 April, 2012",Mountain Bikes,Athletic Bikes,6223,68,1.09%,$23.36,$2.14,$145.38,2.9,7,$20.77
"06 April, 2012",Mountain Bikes,Adult Bikes,9084,90,0.99%,$6.69,$0.68,$60.78,1.7,10,$6.08
"06 April, 2012",Mountain Bikes,Kids Bikes,6033,79,1.31%,$28.19,$2.15,$170.07,2,8,$21.26
"07 April, 2012",Mountain Bikes,Common Keywords,7421,56,0.75%,$11.92,$1.58,$88.49,4.2,14,$6.32
"07 April, 2012",Mountain Bikes,Athletic Bikes,7340,69,0.94%,$10.49,$1.12,$77.03,2.2,8,$9.63
"07 April, 2012",Mountain Bikes,Adult Bikes,9653,88,0.91%,$17.82,$1.95,$171.97,1.4,9,$19.11
"07 April, 2012",Mountain Bikes,Kids Bikes,6741,48,0.71%,$5.73,$0.8,$38.64,3.2,5,$7.73
"08 April, 2012",Mountain Bikes,Common Keywords,7915,45,0.57%,$12.29,$2.16,$97.28,4.2,4,$24.32
"08 April, 2012",Mountain Bikes,Athletic Bikes,6761,89,1.32%,$9.25,$0.7,$62.54,2,9,$6.95
"08 April, 2012",Mountain Bikes,Adult Bikes,9939,43,0.43%,$2.84,$0.66,$28.18,1.6,11,$2.56
"08 April, 2012",Mountain Bikes,Kids Bikes,6295,36,0.57%,$6.3,$1.1,$39.64,2.5,12,$3.3
"09 April, 2012",Mountain Bikes,Common Keywords,7990,94,1.18%,$18.74,$1.59,$149.76,4.3,3,$49.92
"09 April, 2012",Mountain Bikes,Athletic Bikes,8819,32,0.36%,$6.58,$1.81,$58.03,4.1,12,$4.84
"09 April, 2012",Mountain Bikes,Adult Bikes,6881,93,1.35%,$19.11,$1.41,$131.52,2,10,$13.15
"09 April, 2012",Mountain Bikes,Kids Bikes,6827,52,0.76%,$3.91,$0.51,$26.68,2.9,13,$2.05
"10 April, 2012",Mountain Bikes,Common Keywords,8995,42,0.47%,$6.13,$1.31,$55.18,4.1,15,$3.68
"10 April, 2012",Mountain Bikes,Athletic Bikes,7386,34,0.46%,$8.98,$1.95,$66.34,3.9,10,$6.63
"10 April, 2012",Mountain Bikes,Adult Bikes,8494,63,0.74%,$11.22,$1.51,$95.29,1.7,6,$15.88
"10 April, 2012",Mountain Bikes,Kids Bikes,6827,54,0.79%,$10.48,$1.32,$71.55,2.5,15,$4.77
"11 April, 2012",Mountain Bikes,Common Keywords,6530,84,1.29%,$16.41,$1.28,$107.13,4.2,9,$11.9
"11 April, 2012",Mountain Bikes,Athletic Bikes,9052,42,0.46%,$9.37,$2.02,$84.85,3.6,8,$10.61
"11 April, 2012",Mountain Bikes,Adult Bikes,6788,52,0.77%,$14.41,$1.88,$97.78,1.8,9,$10.86
"11 April, 2012",Mountain Bikes,Kids Bikes,7401,83,1.12%,$22.54,$2.01,$166.84,2.4,6,$27.81
"12 April, 2012",Mountain Bikes,Common Keywords,9859,62,0.63%,$14.84,$2.36,$146.32,4.1,4,$36.58
"12 April, 2012",Mountain Bikes,Athletic Bikes,6267,40,0.64%,$12.62,$1.98,$79.06,4.6,12,$6.59
"12 April, 2012",Mountain Bikes,Adult Bikes,8902,87,0.98%,$15.53,$1.59,$138.25,1.8,8,$17.28
"12 April, 2012",Mountain Bikes,Kids Bikes,6766,68,1.01%,$9.58,$0.95,$64.83,2.3,9,$7.2
"13 April, 2012",Mountain Bikes,Common Keywords,9468,33,0.35%,$5.2,$1.49,$49.19,4.1,15,$3.28
"13 April, 2012",Mountain Bikes,Athletic Bikes,8853,85,0.96%,$23.21,$2.42,$205.46,3.5,12,$17.12
"13 April, 2012",Mountain Bikes,Adult Bikes,7597,48,0.63%,$14.21,$2.25,$107.99,2.4,15,$7.2
"13 April, 2012",Mountain Bikes,Kids Bikes,8373,70,0.84%,$5.5,$0.66,$46.02,1.7,10,$4.6
"14 April, 2012",Mountain Bikes,Common Keywords,8862,38,0.43%,$10.13,$2.36,$89.81,3.7,12,$7.48
"14 April, 2012",Mountain Bikes,Athletic Bikes,9918,32,0.32%,$3.71,$1.15,$36.84,2.8,9,$4.09
"14 April, 2012",Mountain Bikes,Adult Bikes,7495,94,1.25%,$25.14,$2,$188.45,1.5,3,$62.82
"15 April, 2012",Mountain Bikes,Common Keywords,9542,63,0.66%,$6.47,$0.98,$61.74,3.7,7,$8.82
"15 April, 2012",Mountain Bikes,Athletic Bikes,7291,70,0.96%,$21.64,$2.25,$157.75,3.8,4,$39.44
"15 April, 2012",Mountain Bikes,Adult Bikes,6214,98,1.58%,$12.73,$0.81,$79.1,1.4,13,$6.08
"15 April, 2012",Mountain Bikes,Kids Bikes,7825,94,1.20%,$8.76,$0.73,$68.57,5.5,4,$17.14
"16 April, 2012",Mountain Bikes,Common Keywords,8490,52,0.61%,$8.83,$1.44,$74.93,3.9,12,$6.24
"16 April, 2012",Mountain Bikes,Athletic Bikes,7363,63,0.86%,$17.58,$2.05,$129.42,3.1,3,$43.14
"16 April, 2012",Mountain Bikes,Adult Bikes,9710,38,0.39%,$5.07,$1.3,$49.23,2,13,$3.79
"16 April, 2012",Mountain Bikes,Kids Bikes,7403,90,1.22%,$14.42,$1.19,$106.74,2.4,7,$15.25
"17 April, 2012",Mountain Bikes,Common Keywords,9780,40,0.41%,$9.98,$2.44,$97.57,3.9,11,$8.87
"17 April, 2012",Mountain Bikes,Athletic Bikes,8454,81,0.96%,$6.18,$0.65,$52.28,4.1,15,$3.49
"17 April, 2012",Mountain Bikes,Adult Bikes,7886,84,1.07%,$17.37,$1.63,$137,1.6,11,$12.45
"17 April, 2012",Mountain Bikes,Kids Bikes,6597,59,0.89%,$6.26,$0.7,$41.31,1.9,9,$4.59
"18 April, 2012",Mountain Bikes,Common Keywords,8441,79,0.94%,$21.67,$2.32,$182.89,4.1,5,$36.58
"18 April, 2012",Mountain Bikes,Athletic Bikes,8387,87,1.04%,$8.97,$0.86,$75.23,5.2,5,$15.05
"18 April, 2012",Mountain Bikes,Adult Bikes,8333,95,1.14%,$7.74,$0.68,$64.49,1.9,14,$4.61
"18 April, 2012",Mountain Bikes,Kids Bikes,8496,65,0.77%,$14.78,$1.93,$125.59,2,15,$8.37
"19 April, 2012",Mountain Bikes,Common Keywords,8269,53,0.64%,$7,$1.09,$57.92,4,8,$7.24
"19 April, 2012",Mountain Bikes,Athletic Bikes,6736,34,0.50%,$11.85,$2.35,$79.81,4.1,9,$8.87
"19 April, 2012",Mountain Bikes,Adult Bikes,7563,63,0.83%,$18.03,$2.16,$136.33,4.8,3,$45.44
"19 April, 2012",Mountain Bikes,Kids Bikes,7926,91,1.15%,$28.22,$2.46,$223.68,1.9,9,$24.85
"20 April, 2012",Mountain Bikes,Common Keywords,6283,54,0.86%,$5.07,$0.59,$31.83,4.1,10,$3.18
"20 April, 2012",Mountain Bikes,Athletic Bikes,9437,60,0.64%,$5.1,$0.8,$48.12,3.5,15,$3.21
"20 April, 2012",Mountain Bikes,Adult Bikes,6204,67,1.08%,$22.44,$2.08,$139.2,4.1,15,$9.28
"20 April, 2012",Mountain Bikes,Kids Bikes,6926,90,1.30%,$26.01,$2,$180.15,2.1,14,$12.87
"21 April, 2012",Mountain Bikes,Common Keywords,9035,70,0.77%,$11.04,$1.42,$99.72,4.2,9,$11.08
"21 April, 2012",Mountain Bikes,Athletic Bikes,6007,30,0.50%,$7.53,$1.51,$45.25,4.3,13,$3.48
"21 April, 2012",Mountain Bikes,Adult Bikes,6984,99,1.42%,$35.3,$2.49,$246.53,4.6,14,$17.61
"21 April, 2012",Mountain Bikes,Kids Bikes,9233,46,0.50%,$11.38,$2.28,$105.1,1.7,6,$17.52
"22 April, 2012",Mountain Bikes,Common Keywords,8542,42,0.49%,$5.13,$1.04,$43.86,4.6,10,$4.39
"22 April, 2012",Mountain Bikes,Athletic Bikes,7938,96,1.21%,$10.1,$0.84,$80.21,4.4,7,$11.46
"22 April, 2012",Mountain Bikes,Adult Bikes,9795,70,0.71%,$15.89,$2.22,$155.66,6.1,12,$12.97
"22 April, 2012",Mountain Bikes,Kids Bikes,9453,54,0.57%,$10.19,$1.78,$96.32,1.9,6,$16.05
"23 April, 2012",Mountain Bikes,Common Keywords,8396,45,0.54%,$9.99,$1.86,$83.88,3.9,12,$6.99
"23 April, 2012",Mountain Bikes,Athletic Bikes,7529,47,0.62%,$13.65,$2.19,$102.8,3.8,14,$7.34
"23 April, 2012",Mountain Bikes,Adult Bikes,6586,68,1.03%,$17.25,$1.67,$113.63,5,15,$7.58
"23 April, 2012",Mountain Bikes,Kids Bikes,7458,79,1.06%,$12.71,$1.2,$94.77,1.9,4,$23.69
"24 April, 2012",Mountain Bikes,Common Keywords,8266,68,0.82%,$4.36,$0.53,$36.08,3.9,5,$7.22
"24 April, 2012",Mountain Bikes,Athletic Bikes,9040,81,0.90%,$17.22,$1.92,$155.64,3.8,14,$11.12
"24 April, 2012",Mountain Bikes,Adult Bikes,9041,64,0.71%,$12.27,$1.73,$110.9,4.6,12,$9.24
"24 April, 2012",Mountain Bikes,Kids Bikes,6860,95,1.38%,$12.9,$0.93,$88.52,1.9,15,$5.9
"25 April, 2012",Mountain Bikes,Common Keywords,7441,57,0.77%,$19.01,$2.48,$141.42,4,3,$47.14
"25 April, 2012",Mountain Bikes,Athletic Bikes,9327,93,1.00%,$9.87,$0.99,$92.02,3.8,11,$8.37
"25 April, 2012",Mountain Bikes,Adult Bikes,8195,68,0.83%,$8.78,$1.06,$71.96,3.7,3,$23.99
"25 April, 2012",Mountain Bikes,Kids Bikes,6030,46,0.76%,$6.73,$0.88,$40.57,1.8,7,$5.8
"26 April, 2012",Mountain Bikes,Common Keywords,9076,87,0.96%,$5.04,$0.53,$45.78,4.1,6,$7.63
"26 April, 2012",Mountain Bikes,Athletic Bikes,7188,79,1.10%,$9.63,$0.88,$69.22,3.7,8,$8.65
"26 April, 2012",Mountain Bikes,Adult Bikes,9892,58,0.59%,$3.8,$0.65,$37.6,3.9,11,$3.42
"26 April, 2012",Mountain Bikes,Kids Bikes,8939,92,1.03%,$24.48,$2.38,$218.78,2.1,11,$19.89
"27 April, 2012",Mountain Bikes,Common Keywords,7114,54,0.76%,$9.61,$1.27,$68.39,4.2,3,$22.8
"27 April, 2012",Mountain Bikes,Athletic Bikes,9313,33,0.35%,$3.65,$1.03,$33.99,4,12,$2.83
"27 April, 2012",Mountain Bikes,Adult Bikes,6282,43,0.68%,$10.27,$1.5,$64.49,4.2,5,$12.9
"27 April, 2012",Mountain Bikes,Kids Bikes,6383,44,0.69%,$10.33,$1.5,$65.95,1.8,11,$6
"28 April, 2012",Mountain Bikes,Common Keywords,7500,100,1.33%,$13.8,$1.03,$103.48,5.4,4,$25.87
"28 April, 2012",Mountain Bikes,Athletic Bikes,7841,96,1.22%,$17.09,$1.4,$134,5.1,5,$26.8
"28 April, 2012",Mountain Bikes,Adult Bikes,7457,78,1.05%,$13.44,$1.29,$100.24,5.3,6,$16.71
"28 April, 2012",Mountain Bikes,Kids Bikes,8360,73,0.87%,$11.82,$1.35,$98.79,2,9,$10.98
"01 May, 2012",Mountain Bikes,Common Keywords,7814,76,0.97%,$19.7,$2.03,$153.93,4.4,3,$51.31
"01 May, 2012",Mountain Bikes,Athletic Bikes,9419,65,0.69%,$7.8,$1.13,$73.47,4.9,6,$12.25
"01 May, 2012",Mountain Bikes,Adult Bikes,7293,30,0.41%,$4.23,$1.03,$30.82,5.4,5,$6.16
"01 May, 2012",Mountain Bikes,Kids Bikes,8095,46,0.57%,$8.44,$1.48,$68.29,3.7,7,$9.76
